,Unnamed: 0,stance,target,text
5228,5228,against,"['አብን', 'ፓርቲ']","['ችግርህን', 'ውጫዊ', 'አታድርግ', 'በእራስህ', 'ህግና', 'መርህ', 'ታግለህ', 'አሸንፍ', 'ደጋፊ', 'ለመጥራት', 'አጀንዳ', 'አትፍጠር', 'አብን', 'ግልፅ', 'መመሪያና', 'መተዳደሪያ', 'ደንብ', 'አለው', 'በእዛ', 'መሰረት', 'አሸንፍ', 'ተሸነፍ', 'ጦርነቱ', 'ግልፅ', 'ነው', 'ጎጤነትህም', 'ግሀድ', 'የወጣ', 'ጎንደር', 'አይመራኝም', 'ወሎ', 'አይነካኝም', 'ሸዋን', 'አላውቅም', 'ነው']"
5229,5229,against,"['ቀይ', 'ባህር']","['አዉን', 'ደሞ', 'በዝ', 'የደሀ', 'ልጅ', 'ልታስጨርሱ', 'ነዉ']"
5230,5230,favor,"['አብን', 'ፓርቲ']","['አማራዎች', 'አይዟቹህ', 'በርቱልን', 'አማራ', 'ኩሩ', 'ህዝብ', 'ነው', 'ታልነኩት', 'አይነካም', 'ፍቅር', 'ነው', 'ያገሬ', 'ሰው', 'አማራነቴ', 'ኩራቴ']"
5231,5231,against,"['ሰንድቅ', 'አላማ']","['በተነሳው', 'ህዝባዊ', 'አመጥ', 'ኦሮሞች', 'በሀይልና', 'በአፈሙዝ', 'አርጎዴ', 'ቢጫ', 'ቀይ', 'የሆነው', 'አውርደው', 'የክልል', 'ባዲራ', 'ሰቅለው', 'ስለነበር', 'ዘረኝነትን', 'ፈጥሮ', 'የሰው', 'ሂወት', 'አልፏል', 'ስለዚህ', 'መንግስት', 'ባስቸኳይ', 'መፍትሄ', 'እዲደረግበት', 'ክልል', 'ባዲራላይ']"
5232,5232,favor,"['ቀይ', 'ባህር']","['የኤርትራ', 'ህዝብ', 'ከኢትዮጵያ', 'ህዝብ', 'ፍቅር', 'እና', 'ሰላም', 'ብቻ', 'ነው', 'ምንፈልገው', 'ሁሎቱ', 'ህዝብ', 'በጦርነት', 'እና', 'በድህነተ', 'የተጎዳ', 'በፈጣሪ', 'የሚአምን', 'መልካም', 'ህዝብ', 'ነው', 'ኢትዮጵያ', 'አሰብ', 'የመጠቀም', 'መብቶ', 'አላት', 'እኛም', 'ደስ', 'ይለናል', 'እንደ', 'ኤርትራውያን', 'ብሀይል', 'የሚሉት', 'ነገር', 'ግን', 'አቶ', 'አቢ', 'እርሱት', 'ጦርነት', 'እቃቃ', 'ጨወታ', 'አይደለም']"
5233,5233,favor,"['አብን', 'ፓርቲ']","['አዴፓውያን', 'ልቀቁን', 'ሀያሰባት', 'አመት', 'ስትዘርፉ', 'ኑራችኋል', 'ለአማራው', 'አድም', 'ነገር', 'አልሰራችሁለት', 'ከመጨፍጨፍ', 'ውጭ', 'አሁን', 'በቃችሁን', 'ልቀቁን', 'ሌቦችናችሁ', 'አጭበርባሪ']"
5234,5234,neutral,"['አብን', 'ፓርቲ']","['አማራኮ', 'ፍቅር', 'ነዉ', 'የሚደርስበትን', 'ግፍና', 'መከራ', 'ስቃይ', 'ችሎ', 'ኢትዮጵያን', 'ብሎ', 'እንጅ', 'ማንንም', 'ፈርቶ', 'አይደለም']"
5235,5235,neutral,"['ብልፅግና', 'ፓርቲ']","['እባካችሁ', 'ኩፋ', 'ቃላትን', 'የምትናገሩ', 'ተጠንቀቁ', 'በምድራችን', 'ላይ', 'እየሆነ', 'ያለው', 'ሁሉ', 'የእግዚአብሄር', 'ቁጣ', 'ስለሆነ', 'ንሰሀ', 'እንግባ']"
5236,5236,favor,"['አብን', 'ፓርቲ']","['አማራ', 'በልጆቹ', 'የተባበረ', 'ክንድ', 'ነፃ', 'ሊወጣ', 'ነው', 'ከጥቁር', 'ጣሊያኖች']"
5237,5237,neutral,"['አብን', 'ፓርቲ']","['አሁን', 'የእረፍት', 'ጊዜ', 'ነው', 'ለተመራጮች', 'ጎብኘት', 'አድርጉ', 'አካባቢያቹሁን', 'የሰራችሁትን', 'በፎቶ', 'እያስደገፋቹ', 'አሳዩን', 'ከዛ', 'እንደው', 'ዘራፋዋን', 'በደስታ', 'አሳዩን', 'አይሻልም']"
5238,5238,favor,"['ኢዜማ', 'ፓርቲ']","['ጀግናዎቹ', 'ይቅናችሁ', 'ደክማቸዋል']"
5239,5239,against,"['ብልፅግና', 'ፓርቲ']","['በውሸት', 'ተወልዶ', 'በውሸት', 'ሊያድግ', 'መከራውን', 'የሚያይ', 'ፓርቲ']"
5240,5240,against,"['ኢዜማ', 'ፓርቲ']","['የምን', 'ማስመሰል', 'ነዉ', 'የምታሸንፍ', 'መስሎህ', 'የኦሮሞ', 'የፖለቲካ', 'ፓርቲዎች', 'እንዲገለሉላችዉ', 'ያደረከዉ', 'መቼም', 'አይረሳም', 'ዝመቱና', 'ለሀገር', 'ሞታችዉ', 'አሳዩን']"
5241,5241,against,"['ቀይ', 'ባህር']","['እውነትም', 'ይሄ', 'ሰውዬ', 'ያለ', 'ጦርነት', 'አይኖርም', 'ማለት', 'ነው']"
5242,5242,neutral,"['ቀይ', 'ባህር']","['ይህን', 'እያወቁ', 'ነበር', 'የቀድሞዋን', 'የኢትዮጵያ', 'አንድ', 'ክፍለ', 'ሀገር', 'የሆነችዋን', 'ኤርትራ', 'የገነጠሏት']"
5243,5243,favor,"['አብን', 'ፓርቲ']","['ግፍ', 'የወለደው', 'የአማራ', 'ወጣት', 'በቃ', 'ብሎ', 'ተነስቷል', 'ይህን', 'ቀን', 'በጉጉት', 'ስንጠብቅ', 'ለነበርነው', 'ቤተ', 'አማራዋች', 'ልባችን', 'በደስታ', 'ተሞልቷል', 'ይቅናህ', 'አማራ']"
5244,5244,neutral,"['ሰንድቅ', 'አላማ']","['ስለ', 'ሰንደቃላማ', 'ሙሁራኖችና', 'ህዝቡ', 'በሰፊው', 'ሊወያዩበት', 'ይገባል']"
5245,5245,favor,"['አብን', 'ፓርቲ']","['የስልጣን', 'ሺግግራችሁ', 'መልካም', 'ከመሆኑም', 'ባለፈ', 'ለዶክተር', 'ደሳለኝ', 'የበለጠ', 'የተለያዩ', 'ሙያዎችንና', 'የግል', 'ስራዎቹን', 'ለማከናወን', 'ቢያንስ', 'ጊዜ', 'ማግኘቱ', 'ጥሩ', 'አጋጣሚ', 'ተፈጥሮለታል']"
5246,5246,against,"['ብልፅግና', 'ፓርቲ']","['የሌቦች', 'ጥርቅም', 'የኢትዮጵያ', 'ህዝብ', 'በእናንተ', 'ከችግር', 'ከሞት', 'እና', 'ረሀብ', 'በቀር', 'ምን', 'አተረፈ']"
5247,5247,neutral,"['ሰንድቅ', 'አላማ']","['የሚገርመዉ', 'ነገር', 'ይህ', 'ቦታ', 'የኔ', 'ነዉ', 'የኔ', 'ብሄር', 'ካንተ', 'ይበልጣልየኔ', 'ሀይማኖት', 'ትክክል', 'ነው', 'ያንተ', 'ስህተት', 'ነው', 'ይህ', 'ባንዲራ', 'ይቀዬር', 'ያኛው', 'ይሁንልን', 'እንዲህና', 'እንደዛ', 'እያልን', 'ሳናውቀው', 'የምፀአት', 'ቀን', 'ይመጣል']"
5248,5248,favor,"['አብን', 'ፓርቲ']","['አብን', 'በርቱልን', 'ፈጣሪ', 'ይጠብቃችሁ']"
5249,5249,favor,"['ብልፅግና', 'ፓርቲ']","['ከጎንህ', 'ነኝ', 'በህፃናት', 'አባ', 'እና', 'ስጋመዳ', 'ያደኩ', 'ቦሀላ', 'ብሄራዊ', 'ውትድርና', 'በ', 'አመተ', 'ዘምቼ', 'በአጥፍው', 'ቡዱን', 'ብዙ', 'የሞራል', 'መነካት', 'ብደርስብኝም', 'አለው', 'አሁን', 'ውስጠ', 'ለምልሟል', 'በርታ', 'አተን', 'እደ', 'አይነ', 'ብሌን', 'ነህ']"
5250,5250,favor,"['ሰንድቅ', 'አላማ']","['እውነትን', 'በእውነት', 'ስለተናገርሽ', 'እግዚአብሄር', 'ያክብርሽ', 'እኔም', 'በውስጤ', 'ያለው', 'ይኸው', 'ነው', 'አረንጓዴ', 'ቢጫ', 'ቀይ', 'የማንም', 'መገለጫ', 'ሳይሆን', 'የውዲቷ', 'አገር', 'ኢትዮጵያ', 'ነው', 'እንጂ', 'የአማራ', 'ወይም', 'የኦሮሞ', 'አይደለም']"
5251,5251,against,"['ሰንድቅ', 'አላማ']","['ነገ', 'ደግሞ', 'ስምሽን', 'እንዳይሉ', 'ፈራሁኝ', 'ኢትየጵያዬ']"
5252,5252,favor,"['ቀይ', 'ባህር']","['በነፃ', 'የሚገኝ', 'የለም', 'ለማለት', 'ያህል', 'ነዉ', 'እኛንም', 'ጠንክሩ', 'ማለታቸዉ', 'ነው', 'አየህ', 'ዛሬ', 'አለም', 'ሁሉ', 'የሚፈራዉ', 'የኒዉከለር', 'ቦንብ', 'በአንድ', 'ሰው', 'አእምሮ', 'ውስጥ', 'ነበረ', 'አሁን', 'ግን', 'ሁሉም', 'ያዉቀዋል', 'ቀይ', 'ባህር', 'ግን', 'ተንስፋፍቶ', 'ይገኛል', 'እንዴትስ', 'የራስ', 'ማድረግ', 'ትፈራላችሁ']"
5253,5253,neutral,"['አብን', 'ፓርቲ']","['አሁንም', 'የብአዴኑ', 'እጣፋንታ', 'እንዳይገጥማችሁ', 'ፓርቲው', 'ሁሉን', 'ያቀፈ', 'መሆኑን', 'ካሁኑ', 'አጢኑበት', 'ያ', 'ካልሆነ', 'የክልላችንን', 'ህዝብ', 'ልዩነቱን', 'እያሰፋ', 'እንደሚጣ', 'ነው', 'እሚሆነው', 'እሱ', 'ደግሞ', 'የክልላችነን', 'አንድነት', 'ለማይፈልጉት', 'አካላት', 'ግባት', 'አንዳትሆኑቸው', 'ያሰጋናል']"
5254,5254,against,"['ኢዜማ', 'ፓርቲ']","['ሀገሬ', 'ዛሬም', 'ሆነ', 'ነገ', 'ዶክተር', 'አብይ', 'ነው', 'የሚመራት', 'ግን', 'በጣም', 'ልዩነት', 'አለው', 'አብይ', 'ቢሆን', 'ትግኝ', 'ነበር', 'የሚተክለው', 'ይህ', 'ደሞ', 'ትልቅ', 'ሰው', 'ነው', 'ግን', 'ይጨፍራል']"
5255,5255,favor,"['ቀይ', 'ባህር']","['ሙሴና', 'ቀይ', 'ባህር', 'ተገናኙ']"
5256,5256,favor,"['አብን', 'ፓርቲ']","['ክሪስ', 'አንተ', 'ሁሌም', 'ጀግና', 'ነህ', 'ነገር', 'ግን', 'ብልፅግና', 'ስልጣን', 'በሰጣቸው', 'አንዳንድ', 'ሆድ', 'አደር', 'የአብን', 'አመራሮች', 'በተፈጠረ', 'ችግር', 'ለአንተ', 'እና', 'ቆራጥ', 'ለሆኑ', 'ለአብን', 'አመራር', 'ማስጠንቀቂያ', 'ቢስጥህም', 'ህዝብ', 'መርጦሀል', 'ደግሞ', 'አኩርተሀናል', 'ሁሌም', 'የአማራ', 'ህዝብ', 'ከጎንህ', 'ነው', 'ክሪስ', 'እንወድሀለን', 'የአማራ', 'ሆዳም', 'እኮ', 'ብዙ', 'ጀግኖችን', 'አሳጥቶናል']"
5257,5257,against,"['ብልፅግና', 'ፓርቲ']","['ብልፅግና', 'የአማራ', 'አራጅ', 'ነው']"
5258,5258,favor,"['ኢዜማ', 'ፓርቲ']","['ኢዜማ', 'ይለያል', 'ፈልገህሽ', 'የምትመርጠውጪዉ', 'ፖርቲ', 'ነው']"
5259,5259,favor,"['ኢዜማ', 'ፓርቲ']","['የእውቀት', 'አባት', 'ኢትዮጲያን', 'አንድ', 'ለማድረግ', 'የተነሳ', 'ሙሁር']"
5260,5260,neutral,"['ኢዜማ', 'ፓርቲ']","['ጥያቄው', 'ብልፅግና', 'እንደዚህ', 'ማድረግ', 'ይችላል', 'ወይ', 'ጠቅላዪ', 'መድረክ', 'ላይ', 'ዱቅ', 'ብለው', 'ሳያስፈራሩ', 'ማለት', 'ነው']"
5261,5261,against,"['ብልፅግና', 'ፓርቲ']","['እናተ', 'ዘንጡ', 'እናቶች', 'በየ', 'ቦታው', 'ሲረግፉ']"
5262,5262,favor,"['ኢዜማ', 'ፓርቲ']","['ሰለ', 'ኢዜማ', 'ብዙ', 'መረጃ', 'የለኝም', 'ብዙ', 'ትኩረት', 'ሰጥቼ', 'ተከታትዬው', 'አላውቅም', 'ነበር', 'አሁን', 'ሳየው', 'ኢትዮጵያ', 'ተስፋ', 'የምታደርገበት', 'ፓርቲ', 'ይመስለኛልከዚህ', 'ስብሰባቸው', 'በኋላ', 'ሳልውል', 'ሳላድር', 'በአባልነት', 'ለመመዝብ', 'አስቢያለሁ']"
5263,5263,against,"['ብልፅግና', 'ፓርቲ']","['ቱሪናፋ', 'ዝምብለህ', 'አትቀደድ', 'ከአንተ', 'የተሻለ', 'ብዙ', 'ሀገር', 'የሚመራ', 'ሰው', 'አለ', 'ስልጣን', 'ልቀቅ']"
5264,5264,against,"['ብልፅግና', 'ፓርቲ']","['ይሄንን', 'የህዝብ', 'ጥላቻ', 'ወያኔ', 'አመት', 'ሳያስባንን', 'ገዝቶ', 'ነው', 'በሳስት', 'አመት', 'ህዝብ', 'ኢሀዲግ', 'ማረን', 'እያለ', 'ነው']"
5265,5265,favor,"['አብን', 'ፓርቲ']","['ፈጣሪ', 'በጊዜው', 'ሁሉንም', 'መልካም', 'አደረገ', 'ይሄው', 'ዛሬ', 'ስንቶች', 'የሞቱበት', 'የታሰሩበት', 'የተገረፉበት', 'የተሰደዱበት', 'ከስራ', 'በአማራነታቸው', 'የተባረሩበት', 'ትግል', 'ፍሬ', 'አፈራ', 'የአማራ', 'ብሄራዊ', 'ንቅናቄ', 'አብንም', 'መሰረተ', 'ለዚህ', 'ቀን', 'ላበቃችሁን', 'ሁሉ', 'ምስጋናዬ', 'ይድረሳችሁ']"
5266,5266,favor,"['አብን', 'ፓርቲ']","['አለባበስ', 'እናንተ', 'ትለያላችሁ']"
5267,5267,favor,"['አብን', 'ፓርቲ']","['አብኖች', 'የኛ', 'ኩራታችን', 'በርቱልን']"
5268,5268,against,"['አብን', 'ፓርቲ']","['የውጥንቅጥ', 'ዘመን', 'የመጣብን', 'አረንጓዴ', 'ቢጫ', 'ቀይ', 'የሚለው', 'ቲሸርት', 'እና', 'ባህላችን', 'የጠፍበት', 'ሌላ', 'የፓለቲካ', 'ሳይንስ', 'ትመስላለች', 'የኢትዮጵያ', 'ህዝቦች', 'መከራና', 'ስቃይ', 'ሞት', 'መፈናቀል', 'ግድያ', 'እረሀብ', 'የማይሰማው', 'ትምህርት', 'ሚኒስቴር', 'ህግ', 'አውጭ', 'ሆኖ', 'አረፈው', 'የባሰ', 'ችግር', 'እንዳይፈጠር', 'የሴራ', 'ፖለቲካ', 'እንቅስቃሴ', 'ይሰራል', 'ይረጭብናል', 'እኛ', 'እንማር', 'ሌላው', 'በጦርነት', 'ይቆይ', 'አስተሳሰብ', 'ያላቸው', 'እድሜ', 'እንኳን', 'የማያበስላቸው']"
5269,5269,against,"['ብልፅግና', 'ፓርቲ']","['ብልፅግና', 'ገዳይ', 'ነው', 'ዘረኛ', 'ነው', 'የኦሮሞ', 'ብቻ', 'ነው']"
5270,5270,favor,"['አብን', 'ፓርቲ']","['ከዶክተር', 'አብይ', 'አህመድ', 'እና', 'ከአብን', 'ጋረ', 'ወደ', 'ፊት']"
5271,5271,favor,"['አብን', 'ፓርቲ']","['አብን', 'ስለእውነት', 'ስለቆማችሁ', 'ታኮራላችሁ', 'ችግሩ', 'ለሆዱ', 'ያደረ', 'አማራ', 'መብዛቱ', 'ለዛሬው', 'አማራ', 'እልቂት', 'ምክንያት', 'ሆኗል']"
5272,5272,favor,"['አብን', 'ፓርቲ']","['አብን', 'ዋነኛው', 'የአማራ', 'የ', 'ሚሊዮን', 'እዝብ', 'ተስፋችን', 'ገና', 'የአመት', 'አዳጊ', 'ግን', 'ገናና', 'ድርጅት', 'ነው', 'እናመሰግናለን']"
5273,5273,against,"['ኢዜማ', 'ፓርቲ']","['እሱም', 'ፖለቲከኛ', 'አይይይ', 'ኢትዮጵያ']"
5274,5274,neutral,"['ሰንድቅ', 'አላማ']","['ለኦሮሞ', 'ተቆርቋሪ', 'መስለው', 'ስለ', 'አማራ', 'መጥፎነት', 'የሚፅፉ', 'ወይም', 'ለአማራ', 'ተቆርቋሪ', 'መስለው', 'ስለኦሮሞ', 'መጥፎነት', 'የሚፅፉ', 'ወያኔዎች', 'ስለሆኑ', 'እንዳትሸወዱ', 'ባጭሩ', 'የቀን', 'ጅቦች', 'እና', 'የእነሱ', 'አሽከሮች', 'የነበሩት', 'ናቸው']"
5275,5275,neutral,"['አብን', 'ፓርቲ']","['የፓርቲ', 'እና', 'መደበኛ', 'የመንግስት', 'ስራ', 'መደበላለቅ', 'የለበትም', 'ብለን', 'እየሞገትን', 'ነው', 'ይህ', 'መርህ', 'ለሌሎች', 'ተፎካካሪ', 'ፓርቲዎችም', 'ይሰራል', 'መንግስት', 'የጤና', 'ኤክስቴንሽን', 'ሰራተኞችን', 'የቤት', 'ለቤት', 'የስራ', 'ስምሪት', 'ተጠቅሞ', 'የምርጫ', 'ቅስቀሳ', 'ቢያደርግ', 'እቃወማለሁ']"
5276,5276,neutral,"['አብን', 'ፓርቲ']","['እነሱ', 'ዲቃላ', 'የሚሉትን', 'በየደረሱበት', 'ከተማ', 'በግዴታም', 'በውዴታም', 'ያስረገዟቼውን', 'ልጆች', 'ባሁኑ', 'ጊዜ', 'የ', 'አመት', 'ወጣቶችን', 'ነቅቶ', 'መከታተል', 'አስፈላጊ', 'ነው', 'አማራ', 'ነን', 'በሚል', 'መልክ', 'ተሰማርተው', 'ኢንፎርሜሽን', 'የሚያቀባብሉ', 'ስለሚኖሩ', 'ክትትል', 'ያስፈልጋቸዋል']"
5277,5277,against,"['ብልፅግና', 'ፓርቲ']","['አንድ', 'ሰው', 'እንኳን', 'አይደግፍህም', 'ዝም', 'ብለህ', 'ትቀደዳለህእስከ', 'አሁን', 'ድረስ', 'በታሪክ', 'እንኳን', 'ተሰምቶ', 'የማይታወቅ', 'ግፍ', 'እና', 'በደል', 'እየፈፀምክ', 'ነው', 'ቀልደኛው', 'ሰውዬ']"
5278,5278,against,"['ብልፅግና', 'ፓርቲ']","['ወገኛ', 'ቀበሮ', 'ሙክት', 'ያባርራል', 'ወሬም', 'ማለቴ', 'ፎቷም']"
5279,5279,neutral,"['ቀይ', 'ባህር']","['ይህን', 'እያወቁ', 'ነበር', 'የቀድሞዋን', 'የኢትዮጵያ', 'አንድ', 'ክፍለ', 'ሀገር', 'የሆነችዋን', 'ኤርትራ', 'የገነጠሏት']"
5280,5280,favor,"['ቀይ', 'ባህር']","['ተወደደም', 'ተጠላ', 'የባህር', 'በር', 'ይኖረናል', 'ተባረኩ']"
5281,5281,favor,"['ብልፅግና', 'ፓርቲ']","['ወደፊት', 'እንጅ', 'ወደኋላ', 'የለም', 'ገና', 'ይቀጥላል']"
5282,5282,neutral,"['አብን', 'ፓርቲ']","['ስሜነህ', 'ባይፈርስ', 'ውይይቱን', 'እያፈራረስከው', 'አስቸገርከን', 'ለጠየቅከው', 'ጥያቄ', 'መልሱን', 'አስጨርስ', 'ውይይቱን', 'አምቦጫረከው', 'ሰውየውን', 'እናድምጠው', 'አድማጭ', 'የራሱ', 'አተያይ', 'አለው']"
5283,5283,favor,"['አብን', 'ፓርቲ']","['በርቱ', 'ወገኖቸ', 'አማራ', 'ነኝ', 'ያውም', 'የተመሰከረልኝ']"
5284,5284,favor,"['አብን', 'ፓርቲ']","['አብንኖች', 'ማሻ', 'አላህ', 'ብለናል', 'የምናየው', 'ስራችሁ', 'የአመቱም', 'የእለቱም', 'አሪፍ', 'ነው', 'ጠክሩ', 'ከጎናችሁ', 'ነን', 'ሰላማችሁ', 'ይብዛ', 'ኢሻ', 'አላ']"
5285,5285,against,"['ቀይ', 'ባህር']","['የ', 'ኢትዮጵያ', 'ህዝብ', 'ተፋቱ', 'ሞተን', 'አናልቅ', 'አልንየሰው', 'ነብስ', 'በረከሰበት', 'ሀገር', 'ላይ', 'ስለወደብ', 'ምናምን']"
5286,5286,neutral,"['አብን', 'ፓርቲ']","['ይህ', 'መንግስት', 'አማራና', 'ትግራይ', 'ቢፋለሙለት', 'እልል', 'በቅምጤ', 'ነው', 'የተጠነሰሰለትን', 'ያላወቀ', 'አማራ', 'ዝም', 'ብሎ', 'ይጓተታል', 'ቲች']"
5287,5287,against,"['ኢዜማ', 'ፓርቲ']","['ህወሀት', 'ቤተ', 'መንግስት', 'አለመግባቱን', 'ሲያውቅ', 'አፉን', 'መክፈት', 'ጀመረ', 'እስካሁን', 'የት', 'አባቱ', 'ሄዶ', 'ነው', 'ይህ', 'የማይረባ']"
5288,5288,against,"['ኢዜማ', 'ፓርቲ']","['ዶር', 'በርሀኑ', 'አቶ', 'አንዳርጋቸው', 'ፅጌን', 'የት', 'አደረሳችሗቸው', 'እናንተን', 'አንፈልግም', 'የሚፈናቀለው', 'ህዝብና', 'የሚሞቸተውን', 'የሚስማማ', 'ገዥ', 'ፈጠሪ', 'ለኢትዮ', 'ያድላት', 'ከናንተ', 'ግን', 'ያውጣት', 'ምክንያቱም', 'ስልጣን', 'ፈላጊ', 'እጅ', 'ለሀገሪቱ', 'አታስፈልጉም']"
5289,5289,against,"['ቀይ', 'ባህር']","['የቀበጡለት', 'ሞት', 'አይገኝም', 'የደሀ', 'ልጅ', 'የፈረደበትን', 'መከላከያ', 'ለማስጨረስ', 'ነዉ']"
5290,5290,neutral,"['ብልፅግና', 'ፓርቲ']","['አፄ', 'ኋይለስላሴ', 'በአገዛዛቸው', 'ዘመን', 'ህዝብ', 'ፊት', 'ስንቴ', 'ቀረቡ', 'ስንቴ', 'ተናገሩ']"
5291,5291,favor,"['ብልፅግና', 'ፓርቲ']","['ለጊዜው', 'የሚመጥን', 'መሪ']"
5292,5292,favor,"['አብን', 'ፓርቲ']","['አብኖች', 'ብሩህ', 'ሁናችሁ', 'ነው', 'ስብሰባውን', 'የጀመራችሁት', 'ብርቱልን', 'የአማራ', 'ህዝብ', 'ከጎናችሁ', 'ነው', 'በርቱ']"
5293,5293,neutral,"['አብን', 'ፓርቲ']","['እነሱ', 'ዲቃላ', 'የሚሉትን', 'በየደረሱበት', 'ከተማ', 'በግዴታም', 'በውዴታም', 'ያስረገዟቼውን', 'ልጆች', 'ባሁኑ', 'ጊዜ', 'የ', 'አመት', 'ወጣቶችን', 'ነቅቶ', 'መከታተል', 'አስፈላጊ', 'ነው', 'አማራ', 'ነን', 'በሚል', 'መልክ', 'ተሰማርተው', 'ኢንፎርሜሽን', 'የሚያቀባብሉ', 'ስለሚኖሩ', 'ክትትል', 'ያስፈልጋቸዋል']"
5294,5294,against,"['ብልፅግና', 'ፓርቲ']","['የፈጣሪ', 'ያለህ', 'ወይ', 'ውረድ', 'ወይ', 'ፍረድ']"
5295,5295,favor,"['አብን', 'ፓርቲ']","['የአማራ', 'መገናኛ', 'ብዙሀን', 'ለተገፋው', 'የአማራ', 'ህዝብ', 'እውነተኛ', 'የአጋርነት', 'ስራ', 'እየሰራችሁ', 'ነው', 'ወደፊትም', 'ከእውነተኛው', 'የአማራ', 'ድርጅት', 'ጋር', 'አብራችሁ', 'እንደምትሰሩ', 'እምነት', 'አለን']"
5296,5296,favor,"['ቀይ', 'ባህር']","['እንደ', 'መሪ', 'የቀይ', 'ባህርን', 'ነገር', 'ማንሳቱ', 'ማወያየቱ', 'ምንም', 'ችግር', 'የለውም', 'በሰለጠነ', 'መልኩ', 'ከኤርትራ', 'ጋር', 'ሰጥቶ', 'መቀበል', 'ይችላል']"
5297,5297,favor,"['አብን', 'ፓርቲ']","['አብኖች', 'አኮራችሁን', 'በስክነት', 'በብቃትነው', 'እየሄዳችሁበት', 'ያለው', 'ስራ', 'የሀገር', 'ብረሀን', 'ናችሁ', 'ብቃት', 'ያለው', 'ፃርቲ', 'በመሆናችሁ', 'የምትደነቁናችሁ', 'ትልቅ', 'ተስፋ', 'አላር', 'ሀገራችን', 'እዳብን', 'ያለ', 'ድርጅች', 'በመመስተቱ', 'ለሀገር', 'የሚጠቅም', 'ስራ', 'የምሰሩ', 'መሆናችሁን', 'በብቃት', 'እያሳያችሁነው', 'በርቱ', 'አብን']"
5298,5298,neutral,"['አብን', 'ፓርቲ']","['ወይ', 'ጉድ', 'ምን', 'ሚሉት', 'ጨርቅ', 'ነው', 'አይ', 'አማራ']"
5299,5299,neutral,"['ብልፅግና', 'ፓርቲ']","['በጥናት', 'የተደገፈ', 'ማስረጃ', 'ነው', 'ወይስ', 'የመድረክ', 'ሙቀት', 'ያመጣው', 'ንግግር', 'ነው']"
5300,5300,neutral,"['ብልፅግና', 'ፓርቲ']","['ፈጣሪ', 'ሆይ', 'ስለእውነት', 'ኢትዮጵያን', 'አድናት', 'አሜን']"
5301,5301,favor,"['አብን', 'ፓርቲ']","['የአማራ', 'መደራጀት', 'ግፍ', 'የወለደው', 'ነው', 'ማንንም', 'ጎሳ', 'ብሄር', 'ጠላቴ', 'በሎ', 'አልተነሳም', 'ትግሬ', 'ሲደራጅ', 'አማራ', 'ጨቋኟ', 'አማራ', 'ጠላቴ', 'ብሎ', 'በማኒፌሰቶ', 'ነው', 'አቅዶ', 'የተነሳው', 'ኦሮሞም', 'ቢሆን', 'አማራ', 'ላይ', 'ጠላትነት', 'በመሰበክ', 'ነው', 'የተደራጀ', 'እግዚአብሄር', 'ከንፁሀን', 'ጋር', 'ነው', 'በርቱ', 'የሰማይ', 'አምላክ', 'በስራ', 'ዘመናችሁ', 'ሁሉ', 'መከናወን', 'እንዲሆንላችሁ', 'ፀሎታችን', 'ነው', 'በርቱ']"
5302,5302,neutral,"['ሰንድቅ', 'አላማ']","['ሰዎች', 'ስለ', 'ቴክኖሎጂ', 'ያወራሉ', 'እኛ', 'ደሞ', 'ስለ', 'ባንዴራ', 'ቋንቋ', 'ዘር', 'እናወራለን']"
5303,5303,against,"['ብልፅግና', 'ፓርቲ']","['ብልግና', 'ከቀውስ', 'የታደገን', 'ወደ', 'ቀውስም', 'መልሶ', 'የከተተን', 'ነወ']"
5304,5304,neutral,"['ሰንድቅ', 'አላማ']","['ህዝብ', 'ያመነበት', 'የአርማ', 'ለውጥ', 'ብቻ', 'ይደረግ']"
5305,5305,against,"['ቀይ', 'ባህር']","['ደሞ', 'ከኤርቲራ', 'አማረሽ', 'የሀገርሽ', 'ደም', 'በቃሽ']"
5306,5306,neutral,"['አብን', 'ፓርቲ']","['ሰላም', 'ተስፋዬሰላም', 'የሀገሬ', 'ልጆች', 'እግዚአብሄር', 'በሰራው', 'የኛ', 'የሁላችን', 'በሆነው', 'ምድር', 'በመተሳሰብ', 'እንኑርአመስግኑ', 'ይቅር', 'በሉ', 'አፍቅሩ', 'ተስፋ', 'አድርጉ', 'ስጡ', 'አሁን', 'ውስጥ', 'በደስታ', 'ኑሩ', 'ከህይወት', 'ወንዝ', 'ጋር', 'ፍሰሱ']"
5307,5307,favor,"['ኢዜማ', 'ፓርቲ']","['እዚህ', 'የምትሳደቡ', 'ያለስራው', 'ሀጢያቱን', 'የምታበዙ', 'እሱ', 'ከፍ', 'ሲል', 'እናንተ', 'ቁልቁል', 'እየወረዳችሁ', 'መሆኑን', 'ቆም', 'ብላችሁ', 'ብታስቡ', 'መልካም', 'ነው']"
5308,5308,favor,"['አብን', 'ፓርቲ']","['ኢትዮጵያን', 'ለማዳን', 'አማራን', 'ማዳን', 'አንዱ', 'ነው']"
5309,5309,against,"['ብልፅግና', 'ፓርቲ']","['ሰዉ', 'በመጨረሳችሁ', 'ግዙፎት', 'ናችሁ', 'ድንጋዮች']"
