stance,target,text
against,ብልጽግና ፓርቲ,ክቡር ሆይ ሌላ አለም ላይ ያሉ ነው የሚመስሉት መጀመሪያ ሰላም ይበልጣል እየተፈናቀለ እየተገደለ ያለው ህዝብ ነገን ስለመኖሩ እርግጠኛ ሳይሆን እንዴት ስለብልፅግና ያስባል ሃገሪቱ በአሁን ሰአት ያለችበትን ሁኔታ በቅጡ ያውቁታል ግን
against,ብልጽግና ፓርቲ,ቆርቆሮ ነብሰ ገዳይ ማንን ልታስፈራራ ነዉ በጨለማ ቲሽ ኧረ አላህ ያንሳህ
against,ብልጽግና ፓርቲ,አቤት ድፍረት የስተዛሬው የተጫወክብን ይበቃናል ከብት አሁንስ ነቅተናል አንት ሰው በላ
against,ብልጽግና ፓርቲ,እኔ ምለው ለውጥና ነውጥ እንኳ የምትለይበት እውቀት የለህም አይ ትምሮ
against,ብልጽግና ፓርቲ,አንተ ሰውዬ ኢትዮያን ካላጠፋሁ አልወርድም ብለህ ነው አንተኮ መሰቀል ያለብህ ወንጀለኛ ነህ ያጥፋህ
against,ብልጽግና ፓርቲ,ኢትዮጵያ አገሬ የእብድ መጫወቻ ሁና ትቅር ?? ስለ እውነት ይህን ሰውየ አማኑኤል ሆስፒታል መውሰድ የሚችል ሰው ጠፍቶ ነው ??? አረ አገራችን በእብድ መክራዋን እያየች ነው
against,ብልጽግና ፓርቲ,ደንቆሮ ነህ ያንተን ብልፅግና በየተራ ብዳቸዉ
against,ብልጽግና ፓርቲ,አንተንማ አልሰማም የምሰማው ባጣ እንኩዋ ጭራቅ ከነግብረ አበሮችህ ፍርዱ ከላይ ነው አላህ አቅም ያሳጣህ የናንተ አቅም ድሀውና ምንም የማያቅ ገበሬ ላይ ነው
against,ብልጽግና ፓርቲ,አላህ ያንሳህ አንተ ሙት ሙስሊሙን ጨረስከው
against,ብልጽግና ፓርቲ,ይሄ ሰውዬ ምንም ሳያወሯ ዝም ብሎ የስልጣን ዘመኑ እስኪያልቅ ዝም ብሎ ባይቦተረፍ ስለየትኛዋ ኢትዮጵያ እንደሚያወራ አይገባም ኦነግ እዚህ አፍንጫው ስር አገር እያመሰ መከላከያ አስማት ሆነዋል ይልሀል ከዚህ በላይ ውሸት አለ?
against,ብልጽግና ፓርቲ,ጅል  ሚገርመዉ እራሱ ጅል ጅላጅል ጅላፎ ሆኖ ሌላዉን ጅሎች ብሎ። ሚሳደበዉ ነገር እራሱ ሌላዉን የቀን ጅብ ሲል ከርሞ አሁን እሱ እራሲ የቀንና የማታ። ጅብ ሆነ አዉሬ
against,ብልጽግና ፓርቲ,አንተ እከካም ከወሬ በዘለለ ምንም ዬለህም አፍህን ዝጋ አንተ ነጃሳ
against,ብልጽግና ፓርቲ,ጠቅላይ መባሉ ቀረ አይ ዶክተር አብይ አሁን ደሞ በሀይማኖት መጣክ ትገርማለክ
against,ብልጽግና ፓርቲ,ከአንድ የሀገር መሪ የማይጠበቅ ንግግር ስትሰማ እኔ እንደዚህ ሲያንገሸግሸኝ ሳይወዱ በግድ ለሰሙት በጣም አዘንኩኝ እመነኝ ከዚህ በኃላ 666 የሚያምኑህ አይመስለኝም
against,ብልጽግና ፓርቲ,ሰው የለም እንዴ አማኑኤል አከቱትም እንዴ ይሄ ሰውዬ እብድ ነው ይድፋክ
against,ብልጽግና ፓርቲ,አንተ ሰይጣን የሙዋርት ልጅ
against,ብልጽግና ፓርቲ,የምተነፉሱት አየር መርዝ ይሁንባችሁ
against,ብልጽግና ፓርቲ,ይሄ ሰውዬ ስለ የትኛው ኢትዮጵያ ነው ሚያወራው
against,ብልጽግና ፓርቲ,ይህን በሽተኛ የሚያዳምጥ ካለ ጅል መሆን እለበት
against,ብልጽግና ፓርቲ,ብልፅግናን መምረጥ የኦሮሞን አስተዳደር መምረጥ ነው:: የኦሮሞ አስተዳደር ማለት በዚህ ሶስት አመት ውስጥ ያየነው ነው:: ተስማምቶዎታል????
against,ብልጽግና ፓርቲ,በኢትዮጵያ ህዝብ መጫዎቻ አደረጋችሁት ብልፅግና ወይስ ብልግና ለኔ ብልግና ነው አላያችሃትም እንዴ የመተከልን እናት ጋዜጠኛውን እርቦኛል የሚበላ ሳሰጡኝ እዳትሄዱ በእግዚአብሔር ስም ብላ ስትለምን ይህ ለናተ እድገታችሁ ነው ነው የምታወሩትና የምትሰሩት ቱቃራኒ እግዚአብሔር አንድ ቀን ለሁሉም መልስ አለው !!!
against,ብልጽግና ፓርቲ,በእውነት ትንሽ እፈሩ ህሊና የሚባል ነገር በጭራሽ የላችሁም? ንፁሀን ዜጎች በማንነታቸው እየታረዱ እየተዘረፉ እየታፈኑ እየተፈናቀሉ በርሀብ እየሞቱ ብልፅግና እያልሽ ትዘላብጃለሽ።ያሳፍራል።
against,ብልጽግና ፓርቲ,ብልፅግና የኦሮሞ አራጆች የአማራን ሕልውና ማጥቅያ መሳርያ ነው ።
against,ብልጽግና ፓርቲ,አንጀቴ ብልጽግና የአማራን አርዶ የሚበላ
against,ብልጽግና ፓርቲ,መቼ ነው ስለህሊናችሁ ስትሉ የምትናገሩት? ታላንት ለወያኔ ስታሽረግዱ ዛሬ ደግሞ ለኦሮሙማ?!! የኢትዮጵያ ህዝብ እንደሆነ ቀድሞ ስለሚያቅ ለደንቆሮ ተከፋይ ካድሬዎቹ ግድም የለውም:: አጨብጫቢዎች!! ትግሬ ሄደ ኦሮሞ ገባ :: ለውጡ ይህ ነው:: ሚዳያዎች እንጀራችሁ ነው ስውም ይረዳል ግን እንደ ካድሬ አታራግቡት:: ኦሮሙማ ለመውድቅ ለመሬት ቅርብ ነው እሩቅ አይሄዱም!!
against,ብልጽግና ፓርቲ,ብልፅግና የአማራ አራጅ ነው
against,ብልጽግና ፓርቲ,መከላከያ ከአማራ ክልል ይዉጣልን ሰላማዉዪ ኖሮ አንኑርበት
against,ብልጽግና ፓርቲ,ወለጋ ላይ የተፍናቀሉት ወልቃይት እና ራይ አስቀምጡት ሲቸምር እናተ የአማራ ህዝብ ፅንፍኛ ነዉ እያላቹህ
against,ብልጽግና ፓርቲ,የአማራ ሕዝብ ኢትዮጵያ የምትባል የማደንዘዣ ቃል ትተህ መጀመርያ እራስህን ከዛም ኢትዮጵያ ነጻ እናወጣለን
against,ብልጽግና ፓርቲ,አሚኮ የሽርሙጣ ልጁ ብልፅግና የዲቃላ ልጁ የተኛዉን ወገን ደሞ ለማስገደል ነዉ ምድረ የአብይ ካልሲ አጣቢ ሁለ ፍኖን አትንኩ ሌላዉ ገደል ግቡ
against,ብልጽግና ፓርቲ,ሆዳም ተላላኪ የኦሮሞ አሽከሮች እንደዚህ እንደተሰበሰቡ አንድም ሳይተርፍ ነበር መጨፍጨፍ የአማራ ክልል ሰላም ያገኝ ነበር
against,ብልጽግና ፓርቲ,በእውነት ካሠብን የትናንት እውነትና ውሸቱ በማይታወቅ ትርክት ህዝብን ከህዝብ የሚያፋጁ የብልፅግና አመራሮችን ተይዞ ለውጡ ግብ ይመታል ለማለት ይከብዳል።
against,ብልጽግና ፓርቲ,እረ እኔስ አፈርኩ እየገደለቸሁ አሁንም ብልጽግና ምረጡ ብላቸው አፋቸውን ትከፍታላቸሁ እረ የኛ ጥላት ባአድን ነው እናተ ናችሁ አማራ አንገቱን እንድደፋ የደረጋቸሁት እረ በቃን
against,ብልጽግና ፓርቲ,እነዚክ ሰዎች ያገሬን ገበሬ በግድ እያሶጡ መጠቀሚያቸው አደረጉት ቀልደኛው ብአዴን
against,ብልጽግና ፓርቲ,ብልጽግና ስም እጂ ምን ጥሩ ሰራ አለውና ብቻ እግዚአብሔር ለህዝቤ የሚበጀውን ይምረጥልን
against,ብልጽግና ፓርቲ,የዘገምተኞች ጎጠኝነት የታየበት አሳፋሪና አሳዛኝ ሰልፍ ነው። እነ አቶ ጌታቸው ቀጠሮ እየሰጧቸው እና እየነገሯቸው በአማራ ክልል ላይ ጦር ያዘመቱት እኮ የሹምባሽ አገኘሁን እና የጭፍራ ሹምባሽ አብርሀም አለልኝን ነፈዝነትና ዘገምተኝነት አሣምረው ስለሚያውቁ ነው።
against,ብልጽግና ፓርቲ,አቤት አለማፈር እኔ ግን እነዚህ ሰዎች የሚተኙ አይመስለኝም እየቃዡ ነው የሚኖሩት ትንሽ ቢተኙ ህሊናቸው ይፋረዳቸው ነበር እስኪ ክፉ አታናግሩን በቁስላችን ላይ እንጨት እየስደዳችሁ አወ አማራን ለማሳረድ ከፊት ሁናችሁ እየመራችሁ እንደሆነ ተረድተናል
against,ብልጽግና ፓርቲ,ብልፅግና የአማራን ህዝብ አይወክልም ታያለህ እናንተ ከርሳሞች የህዝብ ድምፅ ብትሆኑ ኖሮ አታስገድሉን እያሉ ሰላማዊ ሰልፍ የወጡትን አሳስራችሁ እናንተ ብልፅግና ትላላችሁ የታሰሩት ይፈቱ እናንተ የታሪክ አተላዎች የአማራ ህዝብ በዘሩ እንደ በግ እያሳረደ ብልፅግና ያሸንፋል
favor,ብልጽግና ፓርቲ,ጀግነነቱ በሁሉም መስክ ነዉ ።
favor,ብልጽግና ፓርቲ,እውነት ነው ብልፅግና አቃፍ የህዝቦች ፓሪቲ ነው ።
favor,ብልጽግና ፓርቲ,ወደፊት እንጅ ወደኋላ የለም ገና ይቀጥላል
favor,ብልጽግና ፓርቲ,በእዉነት ታላቅ ሥራ ነዉ
favor,ብልጽግና ፓርቲ,ፓርቲያችን ብልፅግና ለህዝቡ የገባውን ቃል በተግባር የሚያሳይ ፓርቲ ነው።ከተማችን አዲስ አበባ የሁላችን ለመኖረያ ምቹ የሆነች የብልጽግና ተምሳሌት ናት።
favor,ብልጽግና ፓርቲ,የመደመር ትውልድ በመሆኔ ደስተኛ ነኝ ክብርት እናመሰግናለን
favor,ብልጽግና ፓርቲ,እጀግ በጣም ደስ የሚል ተግባር ነውና ተጠናክሮ ይቀጥል።
favor,ብልጽግና ፓርቲ,አዲስ አበባ የኢትዮጵያ ብልፅግና መገለጫ
favor,ብልጽግና ፓርቲ,ፓርቲያችን ብልፅግና ለህዝቡ የገባውን ቃል በተግባር የምያሳይ ፓርቲ ነው።
favor,ብልጽግና ፓርቲ,ከትላንታችን ተምረን፣ ዛሬያችንን መርምረን፣ ነገያችንን ተንብየን እዳችን ከፍለን ምንዳ የምናኖር ታለቅ ህዝብ ሆነናል ።
favor,ብልጽግና ፓርቲ,እጀግ በጣም ደስ የሚል ተግባር ነውና ተጠናክሮ ይቀጥል።
favor,ብልጽግና ፓርቲ,የብዙዎች ፈተና የሆነውን የትራንስፖርት ችግር በመቅረፍ ሰራቶች የስራ ስዓት አክበረው እስራ ቦታቸው እንዲገኙ የሚያደርግ አስደናቂ ተግባር ነው
favor,ብልጽግና ፓርቲ,በጣም ጥሩ ተግባር ነዉ፡፡ ፓርቲያችን ቃልን በተግባር የምያሳይ ሀገራዊ ፓርቲ ነዉ፡፡ ነገር ግን ከኢትዮጵያ ጫፍ እስከ ጫፍ ድረስ ከህዝቡ የሚነሱ የመልካም አስተዳደር ጥያቄዎችን ደረጃ በደረጃና ቅድምያ መሰጠት ላለበት ቅድምያ በመስጠት ምላሽ መስጠት አለበት፡፡
favor,ብልጽግና ፓርቲ,በትክክ የገባውን ቃል የተገበረ ፓርቲ ነው::
favor,ብልጽግና ፓርቲ,ብልፅግና ፓርቲ ማለት የአገሪቷ ሕዝብ የታመነበት መንግስት ነው ።
against,ብልጽግና ፓርቲ,ብልጽግና ፓርቲ ለአዲስ አበባ ህዝብ ብቻ እሰራለሁ ብሎ ቃልኪዳን የገባ ፓርቲ አይደለም። ነገር ግን ሌሎች አካባቢ ትራንስፖርት አያስፈልግም ወይ ? በየዓመቱ ለአዲስ አበባ የገቡት መኪና ቁጥር ከከተማ ህዝብ ቁጥር እኩል ሳይሆን አይቀርም ።
against,ብልጽግና ፓርቲ,ሰው አፈናቅላለሁ፣እገላለሁ በውሸት ኢትዮጵያ በለፀገች እያልኩ በርሃብ የሚያልቅ ህዝብ በየቀኑ እቆጥራለሁ የጦርነት ቁማር እጫወታለሁ የኑሮ ውድነት ጫና ህዝቡ እማይቋቋምበት ደረጃ አደርሳለሁ ይህም የኔ ችግር አይደለም የአለም ችግር ነው እያልኩ ኘሮኘጋንዳየን እለቃለሁ ብሎ ነበር እንዴ ቃል ይገባው በተግባር እያረጋገጠ ያለው ይህን ነው።
favor,ብልጽግና ፓርቲ,ምርጥ መሪነሽ የጀግነት ተሞክሮ ወስዶ ሌሌችም መስፋት አለባቸው።
favor,ብልጽግና ፓርቲ,ብልፅግና ለእውነተኛ ወንድማማችነት አህታማማችነት።
against,ብልጽግና ፓርቲ,"ተላላኪዎቻቸው ባልታወቁ ኃይሎች መቀንደባቸው እየበዛ ሲሆን ጊዜ፣ ""እርስበርስ ተጫረሳችሁ"" ይላሉ። ኧረ ብአዴን ጋር ነው እርስበርስ የምትሉን? እነሱን ነው የእናንተ ናቸው የምትሉን? ባንዳው ብአዴን የእናንተ ካልሆነ ዘርአልባ ""ባዕድ አካል"" ነው ብላችሁ ውሰዱት። ለማንኛውም እኛ የፅድቅ ስራ ላይ ነን።"
favor,ብልጽግና ፓርቲ,ብልፅግና ከሥር መሠረቱ ማምጣትና ማስቀጠል ማለት ይህ ነው ቆረጧ መሪ
favor,ብልጽግና ፓርቲ,እጀግ በጣም ደስ የሚል ተግባር ነውና ተጠናክሮ ይቀጥል።
favor,ብልጽግና ፓርቲ,በትክክል አማራጭ መንገዶች በመጨረስ የጎሮ ቦሌ እና ሌሎችም የአውቶቡስ ምልልስ በመጨመር የህዝብ ጥያቄ ይመለሳል ።
favor,ብልጽግና ፓርቲ,የሰው ተኮር ተግባር በብልፅግና ዘመን ተጠናክሮ ይቀጥላል ።
favor,ብልጽግና ፓርቲ,ስራ በተግባር ማሳየት በዚህ መልኩ ነው ። ጀግኖቻችን !!
favor,ብልጽግና ፓርቲ,ለዜጎቹ የሚቆም መንግስት
favor,ብልጽግና ፓርቲ,ገና ብልፅግና የሰው ተኮርን አጠናክሮ የቀጥላል በተለየዩ መንገድ በርቱ ጀግኖች ።
favor,ብልጽግና ፓርቲ,ብልፅግና ለሠው ተኮር እና ለልማት የቆመ ፓርቲ!!!
against,ብልጽግና ፓርቲ,ይህ ለተወሰነ ቦታና ለተወሰነ ጊዜ እንጂ ዘለቅና ሁሉንም ተጠቀም የሚያደርግ አይደለም። ዛሬ ከንቲባ አደነች ብትቀያሪ ሌላው ልያቆም ይችላል። ኑሮ ውድነት ጫና ለዝቅተኛ ገቢ ላለው ብቻ ሳይሆን ለመካከለኛ ገቢ ላሉትም ከብዷል። ለዚህ ሁሉንም አሳታፊ የሚሆኑ የዋጋ ግሽበትን ለመቀነስ ትኩረት ተሰጥቶት ይሰራ።
favor,ብልጽግና ፓርቲ,አምርቶ ሰርቶ የራሱን ኑሮ የሚያሻሽልበት መንገድ ቢፈጠር
favor,ብልጽግና ፓርቲ,የብልፅግና ፕሮግራም ቱርፋት እሩጫዉ ቀጥሏል የብልፅግና ጉዞ በሁሉም፣ ከሁሉም፣ ለሁሉም እያበራ ከተስፋ ብርሀን ወደ ሚጨበጥ የለዉጥ ብርሀን ተሸጋግሯል!!!
favor,ብልጽግና ፓርቲ,ከውስጥ ወደ ውጭ እየሰፋ የሚሄድ ሰላም ፣መተሳሰብና ብልፅግና
favor,ብልጽግና ፓርቲ,ሰው ተኮር ተግባራቶችን አጠናክረን በመቀጠል የሀገራችንን ብልፅግና እውን እናደርጋለን ፡፡
favor,ብልጽግና ፓርቲ,ሰው ተኮር ተግባራት ለዘላቂ ልማት!!
favor,ብልጽግና ፓርቲ,የተግባር ፓርቲ ብልፅግና ሰውን ተኮር
against,ብልጽግና ፓርቲ,ሰወ በላው ኦሮሙማ ይውደም
against,ብልጽግና ፓርቲ,ኤድያ፡፡የምታሴሩብን ሌላ ምንም አይጠቅመንም፡፡
against,ብልጽግና ፓርቲ,ሀፍረተ የማይሰማችሁ ምን አይነት ስድብ ነው። ደሞዙ የማያኖር መሆኑን ከተረዳችሁ ለምን ደሞዝ አትጨምሩላቸውም።
against,ብልጽግና ፓርቲ,ቀሺም ለፎቶ ሚመች ስራ ብቻ ነዉ ምትሠሩት ከምትመግቡት ሠዉ በላይ በችግር እንዲኖር ያረጋቹት ህዝብ ይበልጣል
favor,ብልጽግና ፓርቲ,ብልፅግና ፓርቲ አንድነታችንን የምናረጋግጥበት ልዮነታችንን በሀሳብ ና ውይይት የምንፈታበት ኢትዮጵያዊነታችን የጋራ ማንነታችን ምንጭ ነው።
against,ብልጽግና ፓርቲ,ፀረ-ሕዝብ እና ፀረ-ኢትዮጵያ የሆነ ፓርቲ
against,ብልጽግና ፓርቲ,ብልጽግና የሞተ ፓርቲ ነው
favor,ብልጽግና ፓርቲ,ብልጽግና አንድነትን የሚሠራ ሕብረ--ብሔራዊነትን የሚያስቀጥል ሀገራዊ የስላም ፣ የፍትህና የልማት ፖለቲካ ፓርቲ ነው ። ሺ አመት ይንገስ
favor,ብልጽግና ፓርቲ,ህብረ ብሄራዊነት እህተማማችነት ወንድማማችነት ለጋራ ብልፅግና
favor,ብልጽግና ፓርቲ,ብልጽግና ለሀገራችን መደሀንት ነው ።
against,ብልጽግና ፓርቲ,ብልፅግናን የደገፍኩበት ጊዜ የተረገመ ነው
favor,ብልጽግና ፓርቲ,ብልፅግና ፓርት አንድነትን የሚሰብክ ህብረ ብሄራዊነትን የሚያስቀጥል ሀገራዊ ፓርት ነው።
against,ብልጽግና ፓርቲ,ወጣ ወጣና እንደሸንበቆ ተንከባለለ እንደ ሙቀጫ እዩኝ እዩኝ ብሎ ሸፍኑኝ ሸፍኑኝ የሚል ህዝብን የማያዳምጥ ፖርቲ ነው
favor,ብልጽግና ፓርቲ,ብልፅግና ፓርት አንድነትን የሚሰብክ ህብረ ብሄራዊነትን የሚያስቀጥል ሀገራዊ ፓርት ነው።
favor,ብልጽግና ፓርቲ,ብልፅግና በፈተና ውስጥ ሀሳብ እያፈለቀ ወደ አሸናፊነት የሚሄድ ፓርቲ ነው፣
neutral,ብልጽግና ፓርቲ,ከኢትዮጵያውያን የወል ማንነቶች ጥቂቶቹ፤ ከዓለም ብቸኛ የፊደል፣ ፊደሎች (ፊደላት)፣ ስነ ፅሁፍ ባለቤትነት፣የአድዋ ድል፣ የዘመን መለወጫ፣ የሰዓት አቆጣጠር፣በክፉም፣ በደግም የጋርዮሽ ባህሎች፣የህዳሴ ግድብ፣ የአረንጓዴ አሻራ፣ ወዘተ።
favor,ብልጽግና ፓርቲ,ሀገርን ወደ ተሻለ ስኬት የሚያሻግር ፓርቲ ነዉ።
favor,ብልጽግና ፓርቲ,ብልፅግና ፓርት አንድነትን የሚሰብክ ህብረ ብሄራዊነትን የሚያስቀጥል ሀገራዊ ፓርት ነው።
favor,ብልጽግና ፓርቲ,ብልፅግና በፈተና ውስጥ ሀሳብ እያፈለቀ ወደ አሸናፊነት የሚሄድ ፓርቲ ነው፣
favor,ብልጽግና ፓርቲ,ስንተባበር የኢትዮጵያን ብልጽግና በአጭር ጊዜ ውስጥ እናረጋግጣለን።
favor,ብልጽግና ፓርቲ,ፖርትዉን እንደ ብሄሩ ንብረት በመቁጠር የነ የኛ በማለት ሌላው ብሄር ጥርጣሬ ዉስጥ እንዲገባ የሚሰራ አመራር ፖርቲውን ዋጋ ያስከፊላል።
against,ብልጽግና ፓርቲ,ኢትዮጵያን ችግር ውስጥ የከተታት ፓርቲ ይህን ሲል
against,ብልጽግና ፓርቲ,በኢትዮጵያ ታሪክ እንደዚህ ሰው በላ መሪ ኢትዮጵያ ገጥሟት አያውቅምጰ
favor,ብልጽግና ፓርቲ,አንድነትን የምያስጠብቅ በህብረ ብሄሩዊ ወንድማማችነት ድምቅ ብለን እንታያለን
favor,ብልጽግና ፓርቲ,!ብልፅግና ከሁሉም ለሁሉም
favor,ብልጽግና ፓርቲ,በትክክል ብዝሀነት ውስጥ አንድነት አለ። ይህም የፖርቲ መገለጫ ነው
favor,ብልጽግና ፓርቲ,ብልፅግና በመደመር የተቃኘ ተግባራዊ እውነትን መሰረት ያደረገ የህዝብ ፓርቲ
against,ብልጽግና ፓርቲ,ብዝሀ ሀሳብ ማስተናገድ የማይችል ፓርቲ እንደት ህብረ ብሄራዊ ወንድማማችነት ያወራል? ማውራት ያለብን የማወራት ሱስ ስላለ ብቻ መሆን የለበትም።
favor,ብልጽግና ፓርቲ,አዎን ከመነጣጠል መደመር ያዋጣናል።
favor,ብልጽግና ፓርቲ,ህብረ ብሄራዊነት አበሮ ለመኖር መሰረት ነው::
favor,ብልጽግና ፓርቲ,የመደመር ፅንሰ ሀሳቡም ያንን ያረጋግጣል፣
favor,ብልጽግና ፓርቲ,ወንድማማችነትና እህትማማችነትን በማጠናከር በጋራ ወደ ብልጽግና እንጓዛለን፣
favor,ብልጽግና ፓርቲ,ብልጽግና ፓርቲ በሙሉ ፓኬጀ የሚንቀሳቀስ ፓርቲ ነዉ።
favor,ብልጽግና ፓርቲ,አካታች የኢኮኖሚ ሥርዓት የመገንባት ሥራው ተጠናክሮ መቀጠል አለበት::
favor,ብልጽግና ፓርቲ,እውነት ነው ለለውጥ የሚተጋና በተግባር እየሰራ የሚገኝ ፓርቲ ነው
against,ብልጽግና ፓርቲ,ለህዝብ ሳይሆን ለካድሬዎች በሉ። ከጥቂቶች በስተቀር ህዝቡን ብልጽግና እያላችሁ በኢኮኖሚ ችግር ውስጥ ነው የከተታቸው።
favor,ብልጽግና ፓርቲ,የብልጽግና ፓርቲ የሀገሪቱ ችግሮች መክፈቻ ቁልፍ ነው።
against,ብልጽግና ፓርቲ,በአሁኑ ሰዓት እውነታው ጥቂት ባለሀብቶችና አመራሮች በከፍተኛ ሁኔታ የሚያድጉበት አብዛኛው ማህበረሰብ ደግሞ በከፍተኛ ሁኔታ የሚደኸይበት አሰራር ነው ያለው ሁኔታውም የሚያሳየው ይህንኑ ነው።
against,ብልጽግና ፓርቲ,ቶሎ ቶሎ ጨፍጭፉ አጥብቃቹ የምስኪኑን ነፍስ አበክራቹ ጭፍጨፋ ይመጣልሀል !!!
favor,ብልጽግና ፓርቲ,በኢኮኖሚው ዘርፍ የነበረን ክፍተት የሞላ የብዝሀ ዘርፍ ኢኮኖሚ መዋቅር ።
favor,ብልጽግና ፓርቲ,የብዝሀን ዘርፍ የኢኮኖሚ መዋቅርን ማዕከል ያደረገ አካታች የኢኮኖሚ ሰርአት መገንባት ይቀጥላል!
favor,ብልጽግና ፓርቲ,የለውጡ አመራር ወደ ፊት ከመጣ በኋላ በኢኮኖሚ ስርአት ውስጥ ያለውን የስርአት ጉድለት በማስተካከል ፈጣን የኢኮኖሚ እድገት፣ አሰተማማኝ የውጭ ምንዛሬ ማስገኘትና የእዳ ጫና የማያጎብጠው ጠንካራ አገራዊ አቅም መፍጠር ተችሏል
favor,ብልጽግና ፓርቲ,በተጨባጭ የመጣውን የኢኮኖሚ ለውጥ ሁለንታዊ ለማድረግ ከየትኛውም ጊዜው በበለጠና ተዓማኒነት ባለው አኳኋን መሥራት ያለብን ጊዜው ላይ እእንገኛለን
against,ብልጽግና ፓርቲ,መጀመሪያ የፖለቲካ ዉዝግቡን ፍቱ ! ያፈናችሁትን የሕዝብ ጥያቄ መልሱ ። ሌላዉ ይቀጥላል፣ ከሥራችሁ በላይ ወሬያችሁ ከፍ አይበል !
favor,ብልጽግና ፓርቲ,!በመደመር መንገድ ተጉዘን ሁለንተናዊ ብልፅግና ለማረጋገጥ የጋራ ጥረታችን ተጠናክሮ ይቀጥላል
favor,ብልጽግና ፓርቲ,በመደመር መንገድ ተጉዘን ሁለንተናዊ ብልፅግና ለማረጋገጥ የጋራ ጥረታችን አክለን በመፍጠርና በመፍጠን የተጀመሩ የፓርቲውን መሰረታዊያን ለውጦችን አጠናክረን እንድንቀጥል እንደዚህ ያሉ መድረኮች በሁሉም አከባቢ ተጠናክሮ መቀጠል አለበት ። በመደመር መንገዳችን ላይ ተሳፍረናል መዳረሻችን ብልጽግና ነው !!!
favor,ብልጽግና ፓርቲ,ለኢትዮጵያ እድገት ብቸኛው መንገድ
favor,ብልጽግና ፓርቲ,የመደመር እሳቤ የኢትዮጵያና የኢትዮጵያውያን ሁለንተናዊ ብልጽግና የምናረጋግጥበት መንገድ ነው!
favor,ብልጽግና ፓርቲ,ሁለንተናዊው በልፅግናችንን በመደመር መንገድ እናረጋግጣለን ።
favor,ብልጽግና ፓርቲ,የእኛ የተሻለ እና ጤናማ የአለማችን ፍልስፍና የመደመር ሃሳብ ነው።
favor,ብልጽግና ፓርቲ,የመደመር እሳቤ ለሁለንተናዊ ብልፅግና፡
favor,ብልጽግና ፓርቲ,በትክክል የተጀመረውን አጨርሳለን እናሳካለን በመደመር!
favor,ብልጽግና ፓርቲ,!በመደመር መንገድ ተጉዘን ሁለንተናዊ ብልፅግና ለማረጋገጥ የጋራ ጥረታችን ተጠናክሮ ይቀጥላል
favor,ብልጽግና ፓርቲ,ከኢትዮጵያ ፖለቲካ መሀድሶች አንዱ !!
favor,ብልጽግና ፓርቲ,ትክክለኛ ዲሞክራሲያዊ እንዲሁም እውነተኛ ፈደራልዝም መስረት መደመር ነውና ።
against,ብልጽግና ፓርቲ,የመደመር ህሳቤ በደም የጨቀየ የሆዳምና ስግብግብ የኦሮምማ የግፍ ና የወራዶች የከሽፈ ፍልስፍና ነው።
favor,ብልጽግና ፓርቲ,ይህ ሀሳብ ስላልገባቸው ይንጫጫሉ ትምክህተኞች መደመር አሁንም መደመር !!!!!!
favor,ብልጽግና ፓርቲ,ትውልድ ተሻጋሪ ፓርቲ ነው ፓርቲያችን ፡
favor,ብልጽግና ፓርቲ,የወንድማማችነት እሴት የፀናበት ፣ የሲቪል ባህል የጎለበተበትና ቀጠናዊ ትስስር የጠነከርበት እውነተኛ ፓርት፧ ለነገም ብልጽግና ለመጪው ትውልድ ብልጽግና እናወርሳለን።
against,ብልጽግና ፓርቲ,ብልጽግና ትልቁ ችግር ሁሉም ነገር አዉቃለሁ ማለቱ ነዉ ህዝቡን ያለበትን ሁኔታ ማየት አይችልም ተቀባይነቱን በጉልበት እያሥጠበቀ ነዉ
favor,ብልጽግና ፓርቲ,!የመጭው ትውልድ ላይ የምሰራ ፓርቲ ብልፅግና
favor,ብልጽግና ፓርቲ,የመደመር ትውልድ የብልጽግና ውጤት ነው፡
favor,ብልጽግና ፓርቲ,የአረንጓዴ አሻራ ውጤት ትልቁ ማሳያ ነው
against,ብልጽግና ፓርቲ,በጣም ቀልደኛ በሰው ደም የሚቆምር የጅኖሳይድ ፈፃሚ ቡድን
favor,ብልጽግና ፓርቲ,የትላንትን በጎ ነገርን ይዞ የትላንቱን ስህተት የሚያርም ትላትን ከነገና ከዛሬ የሚያስማማ ለሀገራዊ መግባባት ዕርቅን የሚያሰፍን ትውልድ ለመፍጠር የሚታትር ሀገር በቀል እሳቤ ያለው ፓርቲ ነው።
against,ብልጽግና ፓርቲ,ዘረኛ አራጅ ገዳይ ጨፍጫፊ ኦነግ ሸኔ የሆነ በሕዝብ የተጠላ ፓርቲ
against,ብልጽግና ፓርቲ,አሁን እየኖርን ያለውን ጊዜ ይህን አያሳይም! ከየትኛውም ያሳለፍናቸው ስርዓት በከፋ ሁኔታ ሰላም ሕግ መፈናቀል ሞትና ሰባዊነት ጎጠኛነት ረሃብ ኑሮ ውድነት ጋር ተጨምሮ ሲታይ:
against,ብልጽግና ፓርቲ,በውሸት ተወልዶ በውሸት ሊያድግ መከራውን የሚያይ ፓርቲ
against,ብልጽግና ፓርቲ,የዘቀጠ ፖርቲ የኢትዮጵያን ታሪክ ጥቁር ጥላሸት የቀባ በመሀይሞች ስብስብ ያለ ፖርቲ መቼም የማይለወጥ አደረጃጀት ነው።
